supplier_key,supplier_name,award_count,buyer_count,award_amount_pen,average_award_ticket_pen,known_buyer_amount_pen,top_buyer_share_pct,award_hhi,award_item_count,award_item_amount_pen,known_category_item_amount_pen,category_count,top_category_share_pct,contract_count,contract_amount_pen,known_buyer_amount_coverage_pct,known_category_item_amount_coverage_pct,effective_award_count,is_score_eligible,component_award_amount_materiality,component_buyer_dependency,component_category_dependency,component_award_concentration,component_limited_buyer_breadth,score_baseline,rank_baseline,score_dependency_heavy,rank_dependency_heavy,score_materiality_heavy,rank_materiality_heavy,score_balanced_equal,rank_balanced_equal,exposure_band,maximum_absolute_rank_shift,scenario_score_range
2060,SOTO CARRASCO JORGE LUIS,2,1,172363.05,86181.525,172363.05,100.0,5038.100452063314,2,172363.05,172363.05,1,100.0,1.0,93704.58,100.0,100.0,1.9848750724897872,True,16.853932584269664,80.0561797752809,75.0,32.02247191011236,79.21348314606742,58.86235955056179,63,67.12078651685394,36,46.72752808988764,106,56.62921348314607,64,MEDIUM_RELATIVE,70,20.393258426966298
1634,CHOQUEPUMA YUCRA CARMEN LUZ,2,2,944800.0,472400.0,944800.0,69.69729043183743,5775.966500712309,2,944800.0,944800.0,1,100.0,1.0,658500.0,100.0,100.0,1.7313119802143537,True,81.46067415730337,34.26966292134831,75.0,64.6067415730337,36.79775280898876,58.6938202247191,64,56.40449438202248,71,64.05898876404494,38,58.426966292134836,55,MEDIUM_RELATIVE,33,7.654494382022463
11246,SUMAC G CONSTRUCTORA SOCIEDAD ANONIMA CERRADA,2,1,154700.0,77350.0,154700.0,100.0,5055.509151102139,2,154700.0,154700.0,1,100.0,0.0,0.0,100.0,100.0,1.9780401342602505,True,10.112359550561798,80.0561797752809,75.0,36.51685393258427,79.21348314606742,58.188202247191015,65,66.89606741573033,40,44.70505617977528,118,56.17977528089887,68,MEDIUM_RELATIVE,78,22.191011235955045
5200,PATRON SANTIAGO SEGURIDAD PRIVADA SOCIEDAD COMERCIAL DE RESPONSABILIDAD LIMITADA - PSSP S.R.L.,2,2,293500.8,146750.4,293500.8,79.07058515683774,6690.197842721909,2,293500.8,293500.8,1,100.0,0.0,0.0,100.0,100.0,1.494724107580576,True,41.57303370786517,46.06741573033708,75.0,84.8314606741573,36.79775280898876,57.289325842696634,66,59.15730337078652,62,53.497191011235955,69,56.853932584269664,63,MEDIUM_RELATIVE,7,5.660112359550567
1972,ACOSTA PUSCAN JHUNIOR,2,2,562979.0,281489.5,562979.0,85.2569989289121,7486.1119469466175,4,562979.0,562979.0,2,85.2569989289121,1.0,479979.0,100.0,100.0,1.3358069009479252,True,71.91011235955057,50.0,42.13483146067416,89.88764044943821,36.79775280898876,57.078651685393254,67,52.76685393258427,82,62.24719101123595,43,58.146067415730336,57,MEDIUM_RELATIVE,39,9.48033707865168
12712,TIKTOK INC,2,1,55808.178,27904.089,55808.178,100.0,5090.2533989621625,2,55808.178,55808.178,1,100.0,2.0,55808.178,100.0,100.0,1.9645387402597427,True,1.6853932584269662,80.0561797752809,75.0,39.8876404494382,79.21348314606742,57.008426966292134,68,66.39044943820224,42,41.83988764044943,128,55.168539325842694,74,MEDIUM_RELATIVE,86,24.550561797752806
1551,ORTIZ LOBATON YUDITH MILAGROS,2,2,160495.78,80247.89,160495.78,96.57574797293736,9338.600598477158,2,160495.78,160495.78,1,100.0,0.0,0.0,100.0,100.0,1.0708242519367084,True,12.92134831460674,57.30337078651685,75.0,98.31460674157303,36.79775280898876,56.95224719101123,69,62.134831460674164,53,46.306179775280896,108,56.06741573033708,70,MEDIUM_RELATIVE,55,15.828651685393268
4020,GRIFOSA S.A.C.,2,2,183500.0,91750.0,183500.0,92.64305177111717,8636.859728708358,2,183500.0,183500.0,1,100.0,1.0,170000.0,100.0,100.0,1.157828228558657,True,20.224719101123597,53.93258426966292,75.0,94.9438202247191,36.79775280898876,56.896067415730336,70,61.17977528089887,57,48.04775280898876,90,56.17977528089887,68,MEDIUM_RELATIVE,33,13.132022471910112
7200,SERVICIOS GENERALES ULYSOL TANTARICA E.I.R.L.,2,1,121121.0,60560.5,121121.0,100.0,5046.504090659853,2,121121.0,121121.0,1,100.0,2.0,121121.0,100.0,100.0,1.9815697798616971,True,4.49438202247191,80.0561797752809,75.0,34.26966292134831,79.21348314606742,56.72752808988764,71,66.10955056179775,43,42.12078651685394,127,54.60674157303371,76,MEDIUM_RELATIVE,84,23.988764044943807
10328,GRIFO PETRO ORIENTE S.A.C.,3,2,766868.5,255622.83333333334,766868.5,90.94988254179171,4709.3575265502595,3,766868.5,697466.0,1,100.0,0.0,0.0,100.0,90.94988254179171,2.123431899918902,True,78.08988764044943,53.37078651685393,75.0,17.415730337078653,36.79775280898876,56.67134831460674,72,58.98876404494383,63,59.45224719101124,49,52.13483146067416,87,MEDIUM_RELATIVE,38,7.317415730337082
10572,ELECTRONICA MUNDEX E.I.R.L.,2,1,181768.0,90884.0,181768.0,100.0,6170.648697385621,2,181768.0,181768.0,2,74.19347739976233,2.0,181768.0,100.0,100.0,1.620575159988738,True,19.662921348314608,80.0561797752809,32.58426966292135,74.71910112359551,79.21348314606742,55.2247191011236,73,56.825842696629216,68,47.8932584269663,92,57.24719101123596,60,MEDIUM_RELATIVE,32,9.353932584269664
7419,U & S CONSULTORES Y CONTRATISTAS GENERALES S.A.C.,2,2,998408.21,499204.105,998408.21,62.699804922477554,5322.5700901379705,2,998408.21,998408.21,1,100.0,0.0,0.0,100.0,100.0,1.8787916045537283,True,82.58426966292134,26.40449438202247,75.0,55.056179775280896,36.79775280898876,55.126404494382015,74,52.41573033707865,83,61.50280898876404,47,55.168539325842694,74,MEDIUM_RELATIVE,36,9.087078651685388
4249,ALFOMBRAS VARA E.I.R.L.,2,1,17950.2,8975.1,17950.2,100.0,5016.777646777493,2,17950.2,17950.2,1,100.0,0.0,0.0,100.0,100.0,1.9933113851325381,True,0.5617977528089888,80.0561797752809,75.0,28.089887640449437,79.21348314606742,55.014044943820224,75,65.09831460674157,46,39.62078651685393,133,52.58426966292135,83,MEDIUM_RELATIVE,87,25.477528089887635
12691,COMERCIALIZADORA AGROTECNOLOGICA S.A. COLTEC,2,1,196884.0,98442.0,196884.0,100.0,6019.051980709704,2,196884.0,196884.0,2,72.5726823916621,1.0,142884.0,100.0,100.0,1.6613912011474112,True,24.15730337078652,80.0561797752809,30.337078651685392,70.78651685393258,79.21348314606742,54.97191011235955,76,56.09550561797753,72,48.764044943820224,86,56.91011235955057,62,MEDIUM_RELATIVE,24,8.146067415730343
4330,INVERSIONES LA RIOJA S.A.,2,2,239891.47400000002,119945.73700000001,239891.47400000002,94.54633389763573,8968.751727439301,2,239891.47400000002,239891.47400000002,2,94.54633389763573,2.0,239891.47400000002,100.0,100.0,1.1149823636443925,True,35.39325842696629,56.17977528089887,46.62921348314607,97.75280898876404,36.79775280898876,53.93258426966291,77,53.94662921348315,78,50.73033707865168,81,54.55056179775281,77,MEDIUM_RELATIVE,4,3.820224719101134
4469,FERRELECTRIC GOMEZ S.A.C.,2,1,191344.0,95672.0,191344.0,100.0,5881.813873855918,2,191344.0,191344.0,2,70.99778409566017,1.0,55494.0,100.0,100.0,1.7001558047338106,True,22.471910112359552,80.0561797752809,27.528089887640448,67.41573033707866,79.21348314606742,53.426966292134836,78,54.60674157303371,77,47.16292134831461,103,55.337078651685395,72,MEDIUM_RELATIVE,31,8.174157303370784
6597,CORPORACION GRAFISSA S.A.C.,2,1,4799.0599999999995,2399.5299999999997,4799.0599999999995,100.0,6440.552634205677,2,4799.0599999999995,4799.0599999999995,2,76.83796410130319,1.0,3687.5,100.0,100.0,1.5526617928545683,True,0.0,80.0561797752809,35.95505617977528,81.46067415730337,79.21348314606742,53.14606741573034,79,56.71348314606742,69,41.54494382022472,131,55.337078651685395,72,MEDIUM_RELATIVE,62,15.168539325842701
10171,ALBAMIR CONTRATISTAS S.A.C.,2,2,444311.5,222155.75,444311.5,79.45146591974324,6734.777689643595,2,444311.5,444311.5,2,79.45146591974324,0.0,0.0,100.0,100.0,1.4848300063976128,True,63.48314606741573,46.62921348314607,38.20224719101124,85.3932584269663,36.79775280898876,52.72471910112359,80,48.75000000000001,95,56.93820224719101,53,54.101123595505626,78,MEDIUM_RELATIVE,42,8.188202247191
7738,ESTACION DE SERVICIOS PETROSUR S.A.C.,2,2,249652.0,124826.0,249652.0,74.30343037508212,6181.313455992928,2,249652.0,249652.0,1,100.0,1.0,185500.0,100.0,100.0,1.6177791453537704,True,35.95505617977528,39.325842696629216,75.0,75.28089887640449,36.79775280898876,52.710674157303366,81,54.943820224719104,76,48.4691011235955,87,52.47191011235955,84,MEDIUM_RELATIVE,11,6.474719101123604
5477,LEON CONTRATISTAS GENERALES S.A.C.,3,1,422879.67,140959.88999999998,422879.67,100.0,3460.848834021344,3,422879.67,422879.67,2,73.37907495056454,0.0,0.0,100.0,100.0,2.889464544563904,True,59.550561797752806,80.0561797752809,31.46067415730337,5.617977528089888,79.21348314606742,52.556179775280896,82,53.51123595505618,79,53.31460674157303,70,51.17977528089887,92,MEDIUM_RELATIVE,22,2.331460674157306
1408,TRUYENQUE MALPARTIDA CESAR,3,3,561420.0,187140.0,561420.0,69.4665312956432,5340.472845399335,3,561420.0,503421.0,1,100.0,1.0,57999.0,100.0,89.669231591322,1.8724933708097993,True,71.34831460674157,33.70786516853933,75.0,55.61797752808989,10.112359550561791,52.485955056179776,83,52.93539325842697,81,55.88483146067416,59,49.157303370786515,97,MEDIUM_RELATIVE,38,6.727528089887642
5925,LIFE SUPPORT & TECHNOLOGY S.A.C. - LST S.A.C.,2,1,299150.0,149575.0,299150.0,100.0,5202.145116215818,2,299150.0,299150.0,2,60.053484873809126,0.0,0.0,100.0,100.0,1.9222839379910017,True,42.69662921348315,80.0561797752809,17.415730337078653,48.87640449438202,79.21348314606742,52.16292134831461,84,51.235955056179776,85,50.95505617977528,78,53.65168539325843,79,MEDIUM_RELATIVE,7,2.696629213483149
5796,CORPORACION HELEO SOCIEDAD ANONIMA CERRADA,2,2,202697.5,101348.75,202697.5,76.30089172288756,6383.47381083811,2,202697.5,202697.5,1,100.0,0.0,0.0,100.0,100.0,1.5665451596310478,True,25.84269662921348,42.13483146067416,75.0,79.21348314606742,36.79775280898876,52.120786516853926,85,55.4494382022472,75,45.57584269662921,113,51.79775280898877,89,MEDIUM_RELATIVE,38,9.873595505617992
7146,ASKS THE MOON E.I.R.L.,2,1,328612.5,164306.25,328612.5,100.0,5117.0905744458,2,328612.5,328612.5,2,57.65148921602191,0.0,0.0,100.0,100.0,1.9542354888027438,True,47.19101123595506,80.0561797752809,15.730337078651685,42.69662921348315,79.21348314606742,51.71348314606742,86,50.47752808988764,90,51.57303370786518,77,52.97752808988765,81,MEDIUM_RELATIVE,13,2.500000000000007
5458,GEN LAB DEL PERU S.A.C.,3,1,433747.07,144582.35666666666,433747.07,100.0,4546.539042210053,3,433747.07,433747.07,3,61.75840911155895,3.0,433747.07,100.0,100.0,2.1994752287751265,True,62.359550561797754,80.0561797752809,18.53932584269663,15.730337078651685,79.21348314606742,51.40449438202248,87,50.2808988764045,91,54.01685393258427,66,51.17977528089888,91,MEDIUM_RELATIVE,25,3.735955056179769
4245,WÄRTSILÄ PERU S.A.C.,2,2,4268966.186,2134483.093,4268966.186,72.4570994294589,6008.642629569206,2,4268966.186,4268966.186,2,72.4570994294589,0.0,0.0,100.0,100.0,1.664269389360731,True,94.9438202247191,36.51685393258427,29.213483146067414,69.66292134831461,36.79775280898876,51.37640449438202,88,43.13202247191012,115,63.79213483146067,39,53.426966292134836,80,MEDIUM_RELATIVE,76,20.660112359550553
5388,INSTITUTO DE DESARROLLO ECONOMICO Y SOCIAL S.A.C. IDEAS S.A.C.,2,2,308000.0,154000.0,308000.0,84.41558441558442,7368.864901332434,2,308000.0,308000.0,2,84.41558441558442,1.0,260000.0,100.0,100.0,1.3570611123826963,True,44.38202247191011,49.438202247191015,41.57303370786517,89.32584269662921,36.79775280898876,51.17977528089887,89,49.53651685393259,93,50.955056179775276,79,52.30337078651686,85,MEDIUM_RELATIVE,14,2.7668539325842687
6130,CONSTRUCTORA Y CONSULTORA CALIFORNIA S.A.C.,2,1,511055.39,255527.695,511055.39,100.0,5004.708227616928,2,511055.39,511055.39,2,51.534312161349085,0.0,0.0,100.0,100.0,1.998118480677476,True,69.10112359550561,80.0561797752809,6.741573033707865,24.15730337078652,79.21348314606742,51.067415730337075,90,47.668539325842694,97,56.20786516853933,56,51.853932584269664,88,MEDIUM_RELATIVE,41,8.539325842696634
11038,INVERSIONES INTIPA KALLPAM SOCIEDAD ANONIMA CERRADA,2,1,223000.0,111500.0,223000.0,100.0,5304.148484787549,2,223000.0,223000.0,2,62.33183856502242,0.0,0.0,100.0,100.0,1.8853167532319823,True,30.337078651685392,80.0561797752809,19.10112359550562,54.49438202247191,79.21348314606742,50.95505617977528,91,51.15168539325843,86,47.1067415730337,104,52.640449438202246,82,MEDIUM_RELATIVE,22,5.5337078651685445
4679,BONANZA GRASS DEL SUR SOCIEDAD ANONIMA CERRADA,2,2,466000.0,233000.0,466000.0,60.08583690987125,5203.4482123450425,2,466000.0,466000.0,1,100.0,0.0,0.0,100.0,100.0,1.9218025416828914,True,65.1685393258427,24.15730337078652,75.0,49.438202247191015,36.79775280898876,50.126404494382015,92,49.213483146067425,94,53.24438202247191,72,50.1123595505618,93,MEDIUM_RELATIVE,22,4.0308988764044855
8487,FIERRO DOMINIC S.A.C.,2,1,192870.0,96435.0,192870.0,100.0,5375.715631582019,2,192870.0,192870.0,2,63.706123295484005,0.0,0.0,100.0,100.0,1.8602174455156402,True,23.03370786516854,80.0561797752809,19.662921348314608,56.741573033707866,79.21348314606742,49.97191011235955,93,50.84269662921348,89,44.606741573033716,119,51.74157303370787,90,MEDIUM_RELATIVE,30,7.134831460674157
5066,SERVICIOS MULTIPLES INTEGRADOS E.I.R.L.,2,2,300000.0,150000.0,300000.0,66.66666666666667,5555.555555555557,2,300000.0,300000.0,1,100.0,1.0,200000.0,100.0,100.0,1.7999999999999996,True,43.258426966292134,30.89887640449438,75.0,61.51685393258427,36.79775280898876,49.578651685393254,94,50.926966292134836,88,47.640449438202246,96,49.49438202247192,96,MEDIUM_RELATIVE,8,3.2865168539325893
9313,AERO VERTOL S.A.C.,3,1,665000.0,221666.66666666666,665000.0,100.0,3860.5913279439196,3,665000.0,665000.0,3,50.37593984962406,1.0,210000.0,100.0,100.0,2.5902767608727486,True,74.71910112359551,80.0561797752809,3.932584269662921,10.674157303370787,79.21348314606742,49.46629213483146,95,45.89887640449439,103,56.01123595505619,57,49.719101123595514,94,MEDIUM_RELATIVE,46,10.112359550561806
8225,CRC INGENIEROS CONTRATISTAS S.A.C.,3,1,321000.0,107000.0,321000.0,100.0,3378.315427839404,3,321000.0,321000.0,2,71.80685358255452,1.0,90500.0,100.0,100.0,2.960055155771965,True,46.62921348314607,80.0561797752809,28.651685393258425,4.49438202247191,79.21348314606742,49.10112359550561,96,51.12359550561798,87,47.556179775280896,97,47.80898876404495,104,MEDIUM_RELATIVE,17,3.567415730337082
7417,HUARAZ AGREGADOS C & V SOCIEDAD ANONIMA CERRADA  - HUARAZ AGREGADOS C & V S.A.C.,2,1,500000.0,250000.0,500000.0,100.0,5000.0,2,500000.0,500000.0,2,50.0,0.0,0.0,100.0,100.0,2.0,True,68.25842696629213,80.0561797752809,2.247191011235955,18.820224719101123,79.21348314606742,48.9747191011236,97,45.47752808988764,106,54.39606741573034,64,49.71910112359551,95,MEDIUM_RELATIVE,42,8.918539325842701
1482,PALOMINO CACÑAHUARAY ANDERZON,2,2,203080.0,101540.0,203080.0,71.91402402993894,5960.448898369484,2,203080.0,203080.0,1,100.0,2.0,203080.0,100.0,100.0,1.677725985157856,True,26.40449438202247,35.95505617977528,75.0,68.53932584269663,36.79775280898876,48.77808988764044,98,51.96629213483146,84,42.96348314606741,126,48.539325842696634,101,MEDIUM_RELATIVE,42,9.002808988764052
7619,PROMAINGSA S.A.C.,7,7,4554135.95,650590.85,4554135.95,63.5005197857565,4290.165777675223,7,4554135.95,4070335.0,1,100.0,2.0,326886.0,100.0,89.37666869606736,2.330912257991777,True,96.62921348314607,26.96629213483146,75.0,14.606741573033707,0.8426966292134779,48.44101123595507,99,48.20224719101124,96,57.57022471910113,52,42.80898876404494,123,MEDIUM_RELATIVE,71,14.761235955056186
5460,ALKOFARMA E.I.R.L.,2,2,284200.0,142100.0,284200.0,65.51724137931035,5481.569560047563,2,284200.0,284200.0,1,100.0,1.0,98000.0,100.0,100.0,1.8242950108459868,True,40.449438202247194,29.213483146067414,75.0,59.550561797752806,36.79775280898876,48.216292134831455,100,49.77528089887641,92,45.88483146067415,111,48.20224719101124,102,MEDIUM_RELATIVE,19,3.8904494382022605
11462,TAYFLO SG S.A.C.,2,1,406892.5,203446.25,406892.5,100.0,5001.43695915191,2,406892.5,406892.5,2,50.8476317454856,0.0,0.0,100.0,100.0,1.9994253814799043,True,57.30337078651685,80.0561797752809,4.49438202247191,21.910112359550563,79.21348314606742,47.80898876404494,101,45.47752808988765,105,50.81460674157303,80,48.59550561797753,100,MEDIUM_RELATIVE,25,5.337078651685381
8092,SOLUCIONES INTEGRALES GRAFICAS A MEDIDA S.A.C. - SIGRAM S.A.C.,2,1,39615.2,19807.6,39615.2,100.0,9362.771036718535,23,39615.2,39615.2,9,49.62741573941316,0.0,0.0,100.0,100.0,1.0680598682572078,True,1.1235955056179776,80.0561797752809,1.6853932584269662,98.87640449438203,79.21348314606742,47.41573033707866,102,46.57303370786517,102,39.46629213483146,135,52.19101123595506,86,MEDIUM_RELATIVE,49,12.724719101123597
4178,AQA QUIMICA SOCIEDAD ANONIMA,2,2,366354.3,183177.15,366354.3,80.39583539759188,6847.813619034999,3,366354.3,366354.3,3,68.18536045571186,1.0,71820.7,100.0,100.0,1.4603201191403352,True,52.80898876404494,47.19101123595506,23.03370786516854,85.95505617977528,36.79775280898876,47.050561797752806,103,42.65449438202248,121,50.58988764044944,82,49.157303370786515,97,MEDIUM_RELATIVE,39,7.935393258426963
4697,SIMOMAQ S.A.C.,2,1,204232.0,102116.0,204232.0,100.0,5092.4297173619825,2,204232.0,204232.0,2,56.798151122253124,0.0,0.0,100.0,100.0,1.9636991681802283,True,27.528089887640448,80.0561797752809,13.48314606741573,40.449438202247194,79.21348314606742,46.88202247191012,104,47.5,99,43.03370786516854,125,48.146067415730336,103,MEDIUM_RELATIVE,26,5.1123595505617985
8432,PROSIVIAL S.A.C.,2,2,535378.9299999999,267689.46499999997,535378.9299999999,72.56316941722007,6018.193228300351,2,535378.9299999999,535378.9299999999,2,72.56316941722007,0.0,0.0,100.0,100.0,1.6616282695901716,True,70.2247191011236,37.07865168539326,29.775280898876403,70.2247191011236,36.79775280898876,46.82584269662921,105,41.1376404494382,125,54.18539325842696,65,48.82022471910113,99,MEDIUM_RELATIVE,60,13.047752808988761
5122,BUSINESS SB SAN ANTONIO E.I.R.L,3,2,1342828.32,447609.44,1342828.32,58.27368832971888,3440.6751948934475,3,1342828.32,1342828.32,1,100.0,1.0,560312.73,100.0,100.0,2.906406281779145,True,84.8314606741573,21.348314606741575,75.0,5.056179775280899,36.79775280898876,46.55898876404494,106,45.61797752808989,104,53.89044943820224,67,44.60674157303371,117,MEDIUM_RELATIVE,50,9.28370786516853
4028,GRUNENTHAL PERUANA S A,2,2,337991.0,168995.5,337991.0,74.51085975662073,6201.564492017459,3,337991.0,337991.0,2,74.51085975662073,1.0,86151.0,100.0,100.0,1.6124963326386137,True,48.87640449438202,39.8876404494382,33.146067415730336,75.84269662921348,36.79775280898876,45.08426966292134,107,41.867977528089895,124,47.556179775280896,97,46.91011235955056,106,MEDIUM_RELATIVE,27,5.6882022471910005
12137,BIENES & SERVICIOS BRIONES E.I.R.L.,2,1,168005.0,84002.5,168005.0,100.0,5107.505509958037,2,168005.0,168005.0,2,57.33162703490967,2.0,168005.0,100.0,100.0,1.9579029294247712,True,15.168539325842696,80.0561797752809,15.168539325842696,42.13483146067416,79.21348314606742,45.08426966292134,107,47.02247191011236,100,38.59550561797752,140,46.34831460674157,109,MEDIUM_RELATIVE,40,8.426966292134836
4699,CONTRATAS GENERALES ANTARES PERU S.A.C.,2,2,234720.0,117360.0,234720.0,76.68711656441718,6424.40438104558,2,234720.0,234720.0,2,76.68711656441718,1.0,54720.0,100.0,100.0,1.5565645321928643,True,34.26966292134831,44.38202247191011,35.39325842696629,80.89887640449439,36.79775280898876,44.8314606741573,109,43.497191011235955,114,43.70786516853933,121,46.348314606741575,108,LOWER_RELATIVE,13,2.8511235955056193
4870,CORPORACION TECNO MARKET S.A.,2,1,272000.0,136000.0,272000.0,100.0,5004.325259515571,2,272000.0,272000.0,2,51.470588235294116,0.0,0.0,100.0,100.0,1.9982713915298185,True,38.764044943820224,80.0561797752809,6.179775280898877,23.59550561797753,79.21348314606742,44.7752808988764,110,44.38202247191011,110,43.90449438202246,120,45.56179775280899,114,LOWER_RELATIVE,10,1.6573033707865292
9953,PPR SOLUTIONS S.R.L.,2,2,361500.0,180750.0,361500.0,74.13554633471647,6165.04919375049,3,361500.0,361500.0,2,74.13554633471647,0.0,0.0,100.0,100.0,1.6220470730609902,True,52.247191011235955,38.20224719101124,32.02247191011236,73.59550561797752,36.79775280898876,44.63483146067416,111,40.91292134831461,126,48.061797752808985,89,46.57303370786517,107,LOWER_RELATIVE,37,7.148876404494374
5874,GLG INVERSIONES S.A.C.,2,2,455666.4,227833.2,455666.4,76.91153001406292,6448.4608953956185,3,455666.4,455666.4,2,53.40749285003239,0.0,0.0,100.0,100.0,1.5507576400347376,True,64.6067415730337,44.943820224719104,8.98876404494382,82.02247191011236,36.79775280898876,44.63483146067415,112,37.62640449438202,136,52.1629213483146,75,47.47191011235955,105,LOWER_RELATIVE,61,14.536516853932575
6676,INVERCON PROYECTOS S.A.C.,2,2,287560.0,143780.0,287560.0,76.15801919599387,6368.483936515968,2,287560.0,287560.0,2,76.15801919599387,0.0,0.0,100.0,100.0,1.570232428892761,True,41.01123595505618,41.01123595505618,33.70786516853933,78.08988764044943,36.79775280898876,44.32584269662921,113,41.952247191011246,123,45.056179775280896,115,46.12359550561798,111,LOWER_RELATIVE,12,4.171348314606732
9837,SERVICIO DE TRANSPORTES DE RESIDUOS AMBIENTALES DEL PERU STRAP EMPRESA INDIVIDUAL DE RESPONSABILIDAD,2,2,305925.0,152962.5,305925.0,58.264280460897275,5136.596663072737,2,305925.0,305925.0,1,100.0,0.0,0.0,100.0,100.0,1.9468143317326285,True,43.82022471910113,20.786516853932586,75.0,44.943820224719104,36.79775280898876,44.17134831460674,114,45.2808988764045,107,43.35674157303371,122,44.26966292134832,119,LOWER_RELATIVE,15,1.9241573033707908
4065,ISETEK S A,2,2,228890.0,114445.0,228890.0,76.45593953427411,6399.833473282336,2,228890.0,228890.0,2,76.45593953427411,2.0,228890.0,100.0,100.0,1.5625406569948166,True,33.70786516853933,43.258426966292134,34.831460674157306,80.33707865168539,36.79775280898876,44.157303370786515,115,42.73876404494382,119,43.08988764044943,123,45.78651685393259,113,LOWER_RELATIVE,10,3.0477528089887684
4030,MERCK PERUANA S A,3,2,590026.14,196675.38,590026.14,70.38315285488876,5396.321917721421,4,590026.14,590026.14,3,70.38315285488876,1.0,79076.52,100.0,100.0,1.8531140566614799,True,73.03370786516854,34.831460674157306,26.40449438202247,58.42696629213483,36.79775280898876,44.10112359550562,116,38.16011235955057,135,52.58426966292135,73,45.89887640449438,112,LOWER_RELATIVE,62,14.424157303370784
9065,AGROSERVICIOS E INVERSIONES COLLCA S.R.L.,2,2,674015.3400000001,337007.67000000004,674015.3400000001,68.37216790941285,5675.073107383318,2,674015.3400000001,674015.3400000001,2,68.37216790941285,1.0,460838.9,100.0,100.0,1.762091837546536,True,75.28089887640449,32.02247191011236,23.59550561797753,63.48314606741573,36.79775280898876,43.76404494382022,117,36.783707865168545,142,53.25842696629213,71,46.23595505617978,110,LOWER_RELATIVE,71,16.474719101123583
4016,MEDIFARMA S A,2,2,160260.0,80130.0,160260.0,81.4301759640584,6975.71192226335,2,160260.0,160260.0,2,81.4301759640584,1.0,29760.0,100.0,100.0,1.4335454375752639,True,12.359550561797754,48.31460674157304,38.764044943820224,86.51685393258427,36.79775280898876,43.31460674157303,118,44.62078651685394,109,37.078651685393254,144,44.55056179775281,118,LOWER_RELATIVE,35,7.542134831460686
7993,INVERSIONES Y SERVICIOS ZENTROPOLY S.A.C.,2,2,224570.0,112285.0,224570.0,76.39934096272877,6393.850406532819,2,224570.0,224570.0,2,76.39934096272877,0.0,0.0,100.0,100.0,1.564002809603217,True,30.89887640449438,42.69662921348315,34.26966292134831,79.7752808988764,36.79775280898876,43.20224719101123,119,41.980337078651694,122,41.68539325842696,130,44.88764044943821,115,LOWER_RELATIVE,15,3.2022471910112458
9342,INGENIERIA DE VEHICULOS ESPECIALES Y MAQUINARIAS 5S S.A.C. - IVEMAQ S.A.C.,2,2,420000.0,210000.0,420000.0,53.57142857142857,5025.510204081633,2,420000.0,420000.0,1,100.0,1.0,225000.0,100.0,100.0,1.9898477157360406,True,58.98876404494382,14.044943820224718,75.0,30.89887640449438,36.79775280898876,43.07584269662921,120,42.69662921348315,120,45.96910112359551,109,43.146067415730336,120,LOWER_RELATIVE,11,3.2724719101123583
1004,MORALES RUEDA RICHARD ROLANDO,2,2,375165.9,187582.95,375165.9,54.375674868105015,5038.293061102731,2,375165.9,375165.9,1,100.0,1.0,171166.91,100.0,100.0,1.9847991926478568,True,54.49438202247191,15.730337078651685,75.0,32.58426966292135,36.79775280898876,42.93539325842696,121,43.08988764044944,116,44.76123595505618,117,42.921348314606746,121,LOWER_RELATIVE,5,1.839887640449433
7340,MAQUINARIAS TOOLS PERU S.A.C.,3,1,178100.0,59366.666666666664,178100.0,100.0,3373.4431161038865,3,178100.0,178100.0,2,70.74677147669848,1.0,67900.0,100.0,100.0,2.964330405413614,True,17.97752808988764,80.0561797752809,26.96629213483146,3.932584269662921,79.21348314606742,42.86516853932585,122,47.61235955056179,98,35.758426966292134,147,41.629213483146074,128,LOWER_RELATIVE,49,11.853932584269657
12145,COMPANY & ASFALTOS ELAINE S.A.C.,2,2,225411.32,112705.66,225411.32,59.9878125020518,5199.512797152285,2,225411.32,225411.32,1,100.0,0.0,0.0,100.0,100.0,1.9232571185278913,True,31.46067415730337,23.03370786516854,75.0,47.752808988764045,36.79775280898876,42.79494382022472,123,45.2247191011236,108,39.28370786516854,138,42.80898876404495,122,LOWER_RELATIVE,30,5.9410112359550595
4735,D & G INGENIEROS ASOCIADOS SOCIEDAD COMERCIAL DE REPONSABILIDAD LIMITADA,2,2,2102462.66,1051231.33,2102462.66,61.73331991541766,5275.341592475073,2,2102462.66,2102462.66,2,61.73331991541766,1.0,804542.66,100.0,100.0,1.8956118432717874,True,89.88764044943821,25.280898876404493,17.97752808988764,53.93258426966292,36.79775280898876,41.82584269662921,124,32.62640449438202,155,55.477528089887635,61,44.77528089887641,116,LOWER_RELATIVE,94,22.851123595505612
5449,CASA MATUK S.R.L.,2,2,549044.0,274522.0,549044.0,50.07103255841062,5000.010091248709,3,549044.0,549044.0,1,100.0,0.0,0.0,100.0,100.0,1.9999959635086633,True,70.78651685393258,7.303370786516854,75.0,19.662921348314608,36.79775280898876,41.72752808988764,125,40.0561797752809,130,47.65449438202247,95,41.91011235955056,127,LOWER_RELATIVE,35,7.5983146067415674
